step,customer,age,gender,zipcodeori,merchant,zipmerchant,category,amount,fraud
23,C1533572842,4,F,28007,M1198415165,28007,es_wellnessandbeauty,4.32,0
23,C2016997607,2,M,28007,M1946091778,28007,es_wellnessandbeauty,88.97,0
23,C1275053057,1,F,28007,M840466850,28007,es_tech,200.53,0
23,C1179217322,5,F,28007,M151143676,28007,es_barsandrestaurants,9.98,0
23,C56197730,2,M,28007,M85975013,28007,es_food,16.79,0
23,C1175850429,4,M,28007,M151143676,28007,es_barsandrestaurants,327.05,1
23,C1605182199,3,F,28007,M151143676,28007,es_barsandrestaurants,49.66,1
23,C15777324,2,F,28007,M349281107,28007,es_fashion,64.44,0
23,C759940472,2,M,28007,M209847108,28007,es_wellnessandbeauty,58.02,0
23,C1728122351,3,F,28007,M732195782,28007,es_travel,4007.57,1
23,C218446443,2,M,28007,M732195782,28007,es_travel,2065.82,1
23,C946935568,4,F,28007,M480139044,28007,es_health,47.74,0
23,C1299745394,2,M,28007,M1535107174,28007,es_wellnessandbeauty,125.78,0
23,C1400397779,3,M,28007,M1600850729,28007,es_fashion,60.51,0
23,C281474709,5,F,28007,M151143676,28007,es_barsandrestaurants,5.92,0
23,C83086349,6,M,28007,M348934600,28007,es_transportation,14.39,0
23,C2054233026,3,F,28007,M85975013,28007,es_food,51.02,0
23,C2008428493,2,F,28007,M1600850729,28007,es_fashion,38.9,0
23,C810569063,2,F,28007,M677738360,28007,es_contents,58.23,0
23,C1734487337,4,F,28007,M1823072687,28007,es_transportation,37.23,0
23,C2136232396,6,F,28007,M209847108,28007,es_wellnessandbeauty,83.09,0
23,C1055224400,3,F,28007,M1053599405,28007,es_health,92.37,0
23,C2112563194,2,F,28007,M85975013,28007,es_food,71.96,0
23,C1973818754,2,F,28007,M1823072687,28007,es_transportation,4.65,0
23,C1677202028,3,F,28007,M1053599405,28007,es_health,166.57,0
23,C886146370,3,F,28007,M151143676,28007,es_barsandrestaurants,43.43,0
23,C784763814,5,F,28007,M1888755466,28007,es_otherservices,75.68,0
23,C1815278899,5,M,28007,M1600850729,28007,es_fashion,99.63,0
23,C903741897,2,F,28007,M840466850,28007,es_tech,87.54,0
23,C382789952,3,M,28007,M209847108,28007,es_wellnessandbeauty,20.11,0
23,C1674674654,5,M,28007,M349281107,28007,es_fashion,71.6,0
23,C1530098029,3,F,28007,M1823072687,28007,es_transportation,57.66,0
23,C809708190,1,F,28007,M151143676,28007,es_barsandrestaurants,58.85,0
23,C2114634161,3,F,28007,M50039827,28007,es_health,69.44,0
23,C47376492,3,M,28007,M85975013,28007,es_food,17.84,0
23,C445178285,3,M,28007,M1535107174,28007,es_wellnessandbeauty,105.23,0
23,C1828122,6,M,28007,M348934600,28007,es_transportation,7.47,0
23,C1654186046,1,M,28007,M1823072687,28007,es_transportation,11.82,0
23,C1080032135,6,F,28007,M980657600,28007,es_sportsandtoys,61.54,0
23,C1307336396,2,F,28007,M209847108,28007,es_wellnessandbeauty,8.83,0
23,C1209651258,2,M,28007,M1600850729,28007,es_fashion,225.56,0
23,C475928775,4,F,28007,M209847108,28007,es_wellnessandbeauty,85.69,0
23,C123366357,4,M,28007,M855959430,28007,es_hyper,17.69,0
23,C956954767,3,F,28007,M1788569036,28007,es_sportsandtoys,119.63,0
23,C1508373758,3,M,28007,M1823072687,28007,es_transportation,20.52,0
23,C927766810,3,F,28007,M349281107,28007,es_fashion,160.58,0
23,C862633345,4,F,28007,M209847108,28007,es_wellnessandbeauty,31.12,0
23,C722447556,2,F,28007,M50039827,28007,es_health,37.3,0
23,C653835530,2,M,28007,M151143676,28007,es_barsandrestaurants,28.95,0
23,C808326652,U,E,28007,M1823072687,28007,es_transportation,21.69,0
23,C1697472909,3,F,28007,M855959430,28007,es_hyper,13.76,0
23,C737765767,2,F,28007,M348934600,28007,es_transportation,19.89,0
23,C1396978257,3,M,28007,M348934600,28007,es_transportation,60.59,0
23,C1800696439,5,M,28007,M855959430,28007,es_hyper,17.22,0
23,C1152835627,U,E,28007,M855959430,28007,es_hyper,35.68,0
23,C1264224372,4,M,28007,M78078399,28007,es_wellnessandbeauty,0.57,0
23,C2145448250,5,F,28007,M151143676,28007,es_barsandrestaurants,38.45,0
23,C1267365709,3,F,28007,M855959430,28007,es_hyper,23.84,0
23,C1840158336,2,F,28007,M85975013,28007,es_food,73.57,0
23,C1233405214,5,F,28007,M1198415165,28007,es_wellnessandbeauty,58.1,0
23,C1008918174,3,F,28007,M1198415165,28007,es_wellnessandbeauty,63.93,0
23,C1660043980,3,F,28007,M151143676,28007,es_barsandrestaurants,72.24,0
23,C1158029630,4,M,28007,M1535107174,28007,es_wellnessandbeauty,55.62,0
23,C1148364854,5,F,28007,M1823072687,28007,es_transportation,48.05,0
23,C855978131,3,F,28007,M1053599405,28007,es_health,67.1,0
23,C610735261,2,F,28007,M85975013,28007,es_food,31.83,0
23,C2038018161,2,M,28007,M1946091778,28007,es_wellnessandbeauty,50.73,0
23,C975044667,2,F,28007,M1913465890,28007,es_health,86.28,0
23,C1216919532,4,M,28007,M480139044,28007,es_health,13.84,0
23,C2087715408,3,F,28007,M1600850729,28007,es_fashion,4.3,0
23,C2085650948,2,F,28007,M85975013,28007,es_food,36.09,0
23,C27152267,5,F,28007,M1649169323,28007,es_sportsandtoys,30.33,0
23,C582173326,4,F,28007,M1823072687,28007,es_transportation,15.74,0
23,C854479209,2,F,28007,M349281107,28007,es_fashion,122.2,0
23,C1464489812,4,M,28007,M1535107174,28007,es_wellnessandbeauty,100.95,1
23,C218446443,2,M,28007,M1535107174,28007,es_wellnessandbeauty,381.16,1
23,C965421722,1,F,28007,M1823072687,28007,es_transportation,32.47,0
23,C592765908,2,F,28007,M480139044,28007,es_health,61.06,0
23,C957771834,4,M,28007,M1823072687,28007,es_transportation,15.27,0
23,C1586862598,3,M,28007,M855959430,28007,es_hyper,137.08,1
23,C1433092877,3,F,28007,M855959430,28007,es_hyper,63.64,1
23,C579037870,6,M,28007,M78078399,28007,es_wellnessandbeauty,104.09,0
23,C859276623,4,F,28007,M1053599405,28007,es_health,69.86,0
23,C404247926,5,F,28007,M209847108,28007,es_wellnessandbeauty,34.43,0
23,C354971512,6,F,28007,M1946091778,28007,es_wellnessandbeauty,122.82,0
23,C788057671,3,F,28007,M1748431652,28007,es_wellnessandbeauty,12.55,0
23,C1902837467,4,M,28007,M1913465890,28007,es_health,130.48,0
23,C956898918,2,F,28007,M1649169323,28007,es_sportsandtoys,81.03,0
23,C483485800,4,F,28007,M980657600,28007,es_sportsandtoys,479.95,1
23,C817389751,5,F,28007,M348934600,28007,es_transportation,47.26,0
23,C1529464275,1,M,28007,M85975013,28007,es_food,24.48,0
23,C272471718,3,M,28007,M1946091778,28007,es_wellnessandbeauty,26.42,0
23,C1768385310,2,F,28007,M151143676,28007,es_barsandrestaurants,10.57,0
23,C1229674572,2,M,28007,M348934600,28007,es_transportation,17.18,0
23,C1610565169,4,M,28007,M348934600,28007,es_transportation,22.33,0
23,C841956493,2,F,28007,M85975013,28007,es_food,17.54,0
23,C2094361013,U,E,28007,M547558035,28007,es_fashion,68.4,0
23,C608407663,3,F,28007,M348934600,28007,es_transportation,13.66,0
23,C1929968596,2,F,28007,M1823072687,28007,es_transportation,9.63,0
23,C639532055,4,F,28007,M348934600,28007,es_transportation,24.12,0
23,C955592184,2,F,28007,M209847108,28007,es_wellnessandbeauty,25.73,0
23,C1385115265,2,F,28007,M1842530320,28007,es_tech,141.17,0
23,C928481238,2,M,28007,M1600850729,28007,es_fashion,51.47,0
23,C1513653440,4,M,28007,M209847108,28007,es_wellnessandbeauty,78.89,0
23,C2095181585,4,M,28007,M855959430,28007,es_hyper,38.61,0
23,C940143351,4,M,28007,M480139044,28007,es_health,457.42,1
23,C739658140,2,M,28007,M480139044,28007,es_health,809.9,1
23,C285306155,2,M,28007,M209847108,28007,es_wellnessandbeauty,3.52,0
23,C1607867760,4,F,28007,M348934600,28007,es_transportation,35.19,0
23,C1780201239,1,M,28007,M1842530320,28007,es_tech,59.34,0
23,C1112424232,3,F,28007,M151143676,28007,es_barsandrestaurants,31.0,0
23,C559952121,4,F,28007,M1842530320,28007,es_tech,11.67,0
23,C1058785965,2,F,28007,M1842530320,28007,es_tech,60.61,0
23,C1572610482,3,F,28007,M732195782,28007,es_travel,4338.78,1
23,C193297871,4,F,28007,M85975013,28007,es_food,37.09,0
23,C2088631865,3,F,28007,M50039827,28007,es_health,50.37,0
23,C718801730,2,M,28007,M855959430,28007,es_hyper,25.62,0
23,C102256008,3,M,28007,M1535107174,28007,es_wellnessandbeauty,10.89,0
23,C1474428806,3,F,28007,M1600850729,28007,es_fashion,58.47,0
24,C1152835627,U,E,28007,M348934600,28007,es_transportation,6.54,0
24,C522845009,5,F,28007,M480139044,28007,es_health,125.17,0
24,C1948527523,5,M,28007,M151143676,28007,es_barsandrestaurants,42.56,0
24,C506003529,5,F,28007,M349281107,28007,es_fashion,2.45,0
24,C1081618305,6,F,28007,M855959430,28007,es_hyper,66.42,0
24,C103240070,2,F,28007,M1823072687,28007,es_transportation,46.21,0
24,C1780201239,1,M,28007,M1823072687,28007,es_transportation,35.46,0
24,C2005093875,5,F,28007,M85975013,28007,es_food,29.84,0
24,C1519265307,5,F,28007,M85975013,28007,es_food,17.95,0
24,C1609425799,1,F,28007,M1535107174,28007,es_wellnessandbeauty,91.01,0
24,C323912860,2,F,28007,M1913465890,28007,es_health,187.09,0
24,C82079505,2,M,28007,M1913465890,28007,es_health,189.77,0
24,C1966686053,4,F,28007,M1823072687,28007,es_transportation,25.24,0
24,C944367934,4,F,28007,M151143676,28007,es_barsandrestaurants,7.59,0
24,C1375103798,3,F,28007,M348934600,28007,es_transportation,14.45,0
24,C546957379,5,M,28007,M209847108,28007,es_wellnessandbeauty,105.18,0
24,C810134226,2,M,28007,M348934600,28007,es_transportation,7.04,0
24,C914250073,2,M,28007,M855959430,28007,es_hyper,53.4,0
24,C363287468,2,F,28007,M1823072687,28007,es_transportation,38.78,0
24,C1750373007,3,F,28007,M1600850729,28007,es_fashion,67.69,0
24,C207380283,3,F,28007,M349281107,28007,es_fashion,62.84,0
24,C671392477,4,F,28007,M1600850729,28007,es_fashion,14.63,0
24,C2008428493,2,F,28007,M1823072687,28007,es_transportation,34.83,0
24,C486996910,4,M,28007,M855959430,28007,es_hyper,36.14,0
24,C1204610604,2,F,28007,M1535107174,28007,es_wellnessandbeauty,1.42,0
24,C166353588,2,F,28007,M855959430,28007,es_hyper,25.1,0
24,C459123820,2,M,28007,M1823072687,28007,es_transportation,50.49,0
24,C1388726904,3,F,28007,M1823072687,28007,es_transportation,2.65,0
24,C644590864,1,M,28007,M85975013,28007,es_food,0.56,0
24,C1777432937,3,F,28007,M151143676,28007,es_barsandrestaurants,23.69,0
24,C1248026439,4,M,28007,M1535107174,28007,es_wellnessandbeauty,555.83,1
24,C843090653,4,F,28007,M1649169323,28007,es_sportsandtoys,125.06,0
24,C582688427,5,M,28007,M151143676,28007,es_barsandrestaurants,37.63,0
24,C1275741147,3,F,28007,M1649169323,28007,es_sportsandtoys,303.89,0
24,C354971512,6,F,28007,M348934600,28007,es_transportation,38.58,0
24,C896561469,3,M,28007,M1053599405,28007,es_health,205.39,0
24,C433355159,4,F,28007,M1053599405,28007,es_health,58.65,0
24,C1075787773,3,M,28007,M85975013,28007,es_food,7.2,0
24,C2109575612,5,M,28007,M348934600,28007,es_transportation,54.94,0
24,C1394467199,3,M,28007,M1535107174,28007,es_wellnessandbeauty,18.8,0
24,C19820082,5,F,28007,M85975013,28007,es_food,46.62,0
24,C2087715408,3,F,28007,M1823072687,28007,es_transportation,37.8,0
24,C1457388461,2,F,28007,M85975013,28007,es_food,56.88,0
24,C2112563194,2,F,28007,M1053599405,28007,es_health,94.77,0
24,C859628493,3,F,28007,M1352454843,28007,es_hotelservices,221.09,0
24,C1359606474,3,F,28007,M923029380,28007,es_home,894.65,1
24,C2137381129,1,M,28007,M923029380,28007,es_home,161.75,1
24,C408690006,1,M,28007,M85975013,28007,es_food,38.17,0
24,C1515184734,1,F,28007,M547558035,28007,es_fashion,444.99,1
24,C612230385,4,M,28007,M547558035,28007,es_fashion,171.1,1
24,C1854104284,2,F,28007,M1600850729,28007,es_fashion,40.9,0
24,C2078688167,3,F,28007,M1888755466,28007,es_otherservices,116.54,0
24,C928481238,2,M,28007,M1823072687,28007,es_transportation,12.38,0
24,C302774270,2,F,28007,M85975013,28007,es_food,31.2,0
24,C727658706,5,F,28007,M85975013,28007,es_food,10.25,0
24,C1847494890,3,M,28007,M1400236507,28007,es_home,66.31,0
24,C2140473917,3,F,28007,M1600850729,28007,es_fashion,57.98,0
24,C374616385,1,F,28007,M547558035,28007,es_fashion,12.88,0
24,C998987490,2,F,28007,M1313686961,28007,es_contents,23.52,0
24,C407936671,2,F,28007,M151143676,28007,es_barsandrestaurants,16.66,0
24,C1945950459,4,M,28007,M547558035,28007,es_fashion,58.29,0
24,C602373594,2,F,28007,M151143676,28007,es_barsandrestaurants,34.33,0
24,C1670516684,4,F,28007,M1823072687,28007,es_transportation,16.27,0
24,C1158752013,2,F,28007,M855959430,28007,es_hyper,45.32,0
24,C2084566155,2,F,28007,M980657600,28007,es_sportsandtoys,541.56,1
24,C1342118588,3,F,28007,M151143676,28007,es_barsandrestaurants,74.11,0
24,C825622087,2,F,28007,M855959430,28007,es_hyper,77.98,0
24,C346428597,3,M,28007,M50039827,28007,es_health,218.9,0
24,C347453747,5,F,28007,M1600850729,28007,es_fashion,65.63,0
24,C903741897,2,F,28007,M1748431652,28007,es_wellnessandbeauty,55.42,0
24,C1174735331,3,F,28007,M480139044,28007,es_health,453.7,1
24,C2120296918,4,F,28007,M840466850,28007,es_tech,17.05,0
24,C1882101149,4,M,28007,M855959430,28007,es_hyper,19.07,0
24,C1779394537,4,F,28007,M45060432,28007,es_hotelservices,156.35,0
24,C1112424232,3,F,28007,M348934600,28007,es_transportation,16.18,0
24,C2029865097,4,M,28007,M1053599405,28007,es_health,254.12,0
24,C1734879586,1,F,28007,M855959430,28007,es_hyper,58.13,0
24,C129386345,3,M,28007,M85975013,28007,es_food,25.67,0
24,C2095181585,4,M,28007,M348934600,28007,es_transportation,26.18,0
24,C759167881,2,F,28007,M1842530320,28007,es_tech,8.7,0
24,C1999699557,3,F,28007,M85975013,28007,es_food,18.81,0
24,C451189693,6,F,28007,M1053599405,28007,es_health,33.06,0
24,C1870872671,2,F,28007,M85975013,28007,es_food,46.26,0
24,C285545076,2,F,28007,M85975013,28007,es_food,22.47,0
24,C323226584,5,M,28007,M349281107,28007,es_fashion,117.25,0
24,C686064678,2,F,28007,M1946091778,28007,es_wellnessandbeauty,52.99,0
24,C2134043204,3,M,28007,M85975013,28007,es_food,33.54,0
24,C1956908177,2,M,28007,M1823072687,28007,es_transportation,42.21,0
24,C1268275182,1,M,28007,M1600850729,28007,es_fashion,91.22,0
24,C1216409727,3,F,28007,M1649169323,28007,es_sportsandtoys,45.87,0
24,C1949440316,2,M,28007,M1888755466,28007,es_otherservices,124.03,0
24,C1508373758,3,M,28007,M1913465890,28007,es_health,182.85,0
24,C1575367607,3,F,28007,M348934600,28007,es_transportation,24.71,0
24,C1133451243,5,M,28007,M78078399,28007,es_wellnessandbeauty,217.88,0
24,C1233802034,3,F,28007,M1535107174,28007,es_wellnessandbeauty,84.36,0
24,C1355357191,3,F,28007,M209847108,28007,es_wellnessandbeauty,112.48,0
24,C200459252,1,M,28007,M1600850729,28007,es_fashion,96.56,0
24,C563092648,6,F,28007,M1400236507,28007,es_home,72.7,0
24,C156263401,4,F,28007,M980657600,28007,es_sportsandtoys,112.34,1
24,C2074365962,4,M,28007,M151143676,28007,es_barsandrestaurants,35.95,0
24,C322802193,2,M,28007,M1842530320,28007,es_tech,21.63,0
24,C1156808163,3,M,28007,M2011752106,28007,es_hotelservices,78.89,0
24,C1573211398,3,F,28007,M151143676,28007,es_barsandrestaurants,24.52,0
24,C813786166,4,F,28007,M1535107174,28007,es_wellnessandbeauty,169.64,0
24,C553434543,2,M,28007,M1535107174,28007,es_wellnessandbeauty,12.46,0
24,C1949469724,3,F,28007,M855959430,28007,es_hyper,20.12,0
24,C5377162,4,F,28007,M209847108,28007,es_wellnessandbeauty,0.42,0
24,C1372042334,1,F,28007,M85975013,28007,es_food,20.6,0
24,C1689772812,2,M,28007,M1872033263,28007,es_home,130.57,0
24,C1234470601,5,M,28007,M1872033263,28007,es_home,25.71,0
24,C23740594,3,M,28007,M855959430,28007,es_hyper,73.52,0
24,C1610565169,4,M,28007,M209847108,28007,es_wellnessandbeauty,13.03,0
24,C53497422,3,M,28007,M1946091778,28007,es_wellnessandbeauty,13.32,0
24,C1650590141,3,F,28007,M1649169323,28007,es_sportsandtoys,61.09,0
24,C1262879702,1,M,28007,M1053599405,28007,es_health,148.43,0
24,C1896147467,2,F,28007,M151143676,28007,es_barsandrestaurants,51.14,0
24,C1694165271,2,M,28007,M1946091778,28007,es_wellnessandbeauty,53.27,0
24,C461669469,6,F,28007,M209847108,28007,es_wellnessandbeauty,34.19,0
24,C545102882,4,F,28007,M1649169323,28007,es_sportsandtoys,153.5,0
24,C746862122,3,M,28007,M855959430,28007,es_hyper,43.53,0
24,C1547534233,2,F,28007,M1600850729,28007,es_fashion,21.66,0
24,C859276623,4,F,28007,M1823072687,28007,es_transportation,5.78,0
24,C123366357,4,M,28007,M348934600,28007,es_transportation,18.2,0
24,C1082732879,2,F,28007,M151143676,28007,es_barsandrestaurants,11.62,0
24,C450299456,2,F,28007,M547558035,28007,es_fashion,37.96,0
24,C1840158336,2,F,28007,M1823072687,28007,es_transportation,61.06,0
24,C1350068848,4,M,28007,M348934600,28007,es_transportation,8.41,0
24,C450548035,3,M,28007,M85975013,28007,es_food,72.52,0
24,C509546455,2,M,28007,M1946091778,28007,es_wellnessandbeauty,5.0,0
24,C1755124222,2,M,28007,M209847108,28007,es_wellnessandbeauty,2.51,0
24,C1484585237,5,M,28007,M855959430,28007,es_hyper,16.2,0
24,C1202775726,3,F,28007,M85975013,28007,es_food,25.81,0
24,C1613579866,5,M,28007,M85975013,28007,es_food,1.77,0
24,C793132240,4,F,28007,M1748431652,28007,es_wellnessandbeauty,36.47,0
24,C1557448113,4,F,28007,M1649169323,28007,es_sportsandtoys,159.15,0
24,C2012683959,2,F,28007,M349281107,28007,es_fashion,39.6,0
24,C1802570035,4,F,28007,M50039827,28007,es_health,66.96,0
24,C1279143519,5,F,28007,M85975013,28007,es_food,103.44,0
24,C615816786,2,F,28007,M480139044,28007,es_health,5.05,0
24,C494777408,2,M,28007,M1823072687,28007,es_transportation,8.57,0
24,C1043677034,2,M,28007,M348934600,28007,es_transportation,48.95,0
24,C52299933,3,M,28007,M349281107,28007,es_fashion,20.54,0
24,C664109131,2,F,28007,M2011752106,28007,es_hotelservices,203.82,0
24,C1690594556,4,F,28007,M1842530320,28007,es_tech,37.3,0
24,C26746445,5,M,28007,M209847108,28007,es_wellnessandbeauty,45.4,0
24,C931370744,2,F,28007,M480139044,28007,es_health,305.93,1
24,C1201848792,2,F,28007,M480139044,28007,es_health,101.56,1
24,C718589253,1,M,28007,M547558035,28007,es_fashion,1.78,0
24,C249907687,6,F,28007,M1600850729,28007,es_fashion,69.18,0
24,C1638268213,3,M,28007,M1649169323,28007,es_sportsandtoys,57.64,0
24,C744859144,2,M,28007,M840466850,28007,es_tech,8.25,0
24,C873821675,4,M,28007,M1649169323,28007,es_sportsandtoys,105.84,0
24,C2087229084,2,F,28007,M547558035,28007,es_fashion,41.72,0
24,C1905402681,1,M,28007,M151143676,28007,es_barsandrestaurants,85.53,0
24,C428024823,3,M,28007,M1535107174,28007,es_wellnessandbeauty,2.6,0
24,C285513182,5,M,28007,M209847108,28007,es_wellnessandbeauty,19.42,0
24,C235397460,2,M,28007,M85975013,28007,es_food,46.2,0
24,C1258725927,4,M,28007,M840466850,28007,es_tech,122.89,0
24,C570913468,1,F,28007,M677738360,28007,es_contents,104.46,0
24,C941334726,3,F,28007,M1053599405,28007,es_health,128.6,0
24,C1400397779,3,M,28007,M1823072687,28007,es_transportation,15.24,0
24,C1156509589,2,F,28007,M209847108,28007,es_wellnessandbeauty,5.0,0
24,C1877766749,2,M,28007,M1053599405,28007,es_health,29.3,0
24,C869565327,5,F,28007,M85975013,28007,es_food,5.66,0
24,C1129265408,3,F,28007,M1946091778,28007,es_wellnessandbeauty,63.98,0
24,C1415453492,2,F,28007,M1053599405,28007,es_health,106.09,0
24,C279399121,3,F,28007,M2122776122,28007,es_home,110.82,0
24,C2095975270,5,F,28007,M1535107174,28007,es_wellnessandbeauty,20.85,0
24,C1477378413,3,M,28007,M50039827,28007,es_health,83.38,0
24,C1101722853,6,F,28007,M1600850729,28007,es_fashion,94.97,0
24,C286580355,6,M,28007,M209847108,28007,es_wellnessandbeauty,14.45,0
24,C701909142,3,F,28007,M855959430,28007,es_hyper,25.65,0
24,C95715318,1,F,28007,M1946091778,28007,es_wellnessandbeauty,80.75,0
24,C1008918174,3,F,28007,M980657600,28007,es_sportsandtoys,134.95,0
24,C394469483,3,M,28007,M151143676,28007,es_barsandrestaurants,64.33,0
24,C572671067,1,M,28007,M855959430,28007,es_hyper,7.91,0
24,C1565570610,3,F,28007,M3697346,28007,es_leisure,363.48,1
24,C1299279378,4,F,28007,M3697346,28007,es_leisure,476.19,1
24,C924804429,3,M,28007,M349281107,28007,es_fashion,119.27,0
24,C874212917,2,F,28007,M1600850729,28007,es_fashion,187.49,0
24,C440111595,2,F,28007,M855959430,28007,es_hyper,25.33,0
24,C762614808,1,M,28007,M1823072687,28007,es_transportation,31.96,0
24,C1375512856,5,M,28007,M480139044,28007,es_health,16.33,0
24,C144835944,4,F,28007,M1535107174,28007,es_wellnessandbeauty,40.63,0
24,C1163388474,2,F,28007,M1535107174,28007,es_wellnessandbeauty,145.87,1
24,C2075157607,2,F,28007,M1535107174,28007,es_wellnessandbeauty,129.2,1
24,C23992005,3,M,28007,M1535107174,28007,es_wellnessandbeauty,76.34,0
24,C1058785965,2,F,28007,M1823072687,28007,es_transportation,19.29,0
24,C660475396,5,M,28007,M151143676,28007,es_barsandrestaurants,4.9,0
24,C810569063,2,F,28007,M1823072687,28007,es_transportation,66.04,0
24,C752356138,2,F,28007,M1053599405,28007,es_health,83.16,0
24,C2104185147,2,F,28007,M1600850729,28007,es_fashion,23.11,0
24,C676229147,2,M,28007,M209847108,28007,es_wellnessandbeauty,112.95,0
24,C1475486134,5,M,28007,M78078399,28007,es_wellnessandbeauty,52.16,0
24,C222098023,3,M,28007,M1053599405,28007,es_health,86.85,0
24,C1461183743,2,F,28007,M692898500,28007,es_health,192.94,0
24,C712367267,5,F,28007,M1946091778,28007,es_wellnessandbeauty,110.98,0
24,C689850593,3,M,28007,M78078399,28007,es_wellnessandbeauty,26.14,0
24,C1730375460,2,F,28007,M1823072687,28007,es_transportation,33.29,0
24,C1377339988,2,M,28007,M151143676,28007,es_barsandrestaurants,47.33,0
24,C106333716,3,F,28007,M1053599405,28007,es_health,177.11,0
24,C1760524265,2,F,28007,M480139044,28007,es_health,23.55,0
24,C2100466386,2,F,28007,M855959430,28007,es_hyper,9.42,0
24,C936435497,4,M,28007,M348934600,28007,es_transportation,8.34,0
24,C1389923471,4,M,28007,M348934600,28007,es_transportation,27.63,0
24,C1803364571,5,M,28007,M1823072687,28007,es_transportation,18.49,0
24,C1860405125,1,F,28007,M1823072687,28007,es_transportation,23.66,0
24,C1474428806,3,F,28007,M1823072687,28007,es_transportation,37.94,0
24,C1764447156,3,F,28007,M855959430,28007,es_hyper,15.09,0
24,C1264836741,2,F,28007,M855959430,28007,es_hyper,28.9,0
24,C1971105040,3,M,28007,M1600850729,28007,es_fashion,68.89,0
24,C1497367004,4,F,28007,M1352454843,28007,es_hotelservices,164.47,0
24,C1732307957,5,F,28007,M1053599405,28007,es_health,76.85,0
24,C769422228,2,F,28007,M1649169323,28007,es_sportsandtoys,117.04,0
24,C586830923,4,M,28007,M1823072687,28007,es_transportation,12.06,0
24,C856303631,4,M,28007,M151143676,28007,es_barsandrestaurants,57.88,0
24,C861856179,1,M,28007,M1352454843,28007,es_hotelservices,144.61,0
24,C1959541246,3,F,28007,M85975013,28007,es_food,34.04,0
24,C2143703121,5,F,28007,M85975013,28007,es_food,29.51,0
24,C1156672988,5,M,28007,M1600850729,28007,es_fashion,7.86,0
24,C532118459,3,F,28007,M1313686961,28007,es_contents,46.98,0
24,C189823798,5,M,28007,M1198415165,28007,es_wellnessandbeauty,85.49,0
24,C1693925346,4,F,28007,M1788569036,28007,es_sportsandtoys,30.63,0
24,C841956493,2,F,28007,M840466850,28007,es_tech,46.68,0
24,C1456851744,2,M,28007,M855959430,28007,es_hyper,53.99,0
24,C908342050,2,F,28007,M85975013,28007,es_food,0.76,0
24,C1387946894,6,M,28007,M692898500,28007,es_health,210.1,0
24,C1463356115,4,F,28007,M209847108,28007,es_wellnessandbeauty,91.4,0
24,C86466018,2,M,28007,M692898500,28007,es_health,27.79,0
24,C1207877529,3,M,28007,M85975013,28007,es_food,29.06,0
24,C263788122,3,F,28007,M980657600,28007,es_sportsandtoys,47.73,0
24,C30024621,2,F,28007,M1823072687,28007,es_transportation,34.94,0
24,C1279668658,2,M,28007,M85975013,28007,es_food,65.61,0
24,C1283110336,1,M,28007,M2011752106,28007,es_hotelservices,512.4,1
24,C1486069778,4,F,28007,M2011752106,28007,es_hotelservices,85.13,1
24,C337291476,5,M,28007,M45060432,28007,es_hotelservices,107.77,0
24,C1734879586,1,F,28007,M840466850,28007,es_tech,307.41,1
24,C85142763,4,M,28007,M840466850,28007,es_tech,709.16,1
24,C2112350124,1,F,28007,M348934600,28007,es_transportation,48.82,0
24,C211657450,1,F,28007,M547558035,28007,es_fashion,8.2,0
24,C1256073744,3,M,28007,M349281107,28007,es_fashion,29.31,0
24,C864252220,3,F,28007,M480139044,28007,es_health,80.7,0
24,C1788358708,2,F,28007,M209847108,28007,es_wellnessandbeauty,82.36,0
24,C1360481565,5,F,28007,M1888755466,28007,es_otherservices,527.87,1
24,C1223439629,4,M,28007,M1888755466,28007,es_otherservices,100.91,1
24,C776775180,2,F,28007,M1053599405,28007,es_health,9.4,0
24,C1100053869,2,M,28007,M1600850729,28007,es_fashion,31.5,0
24,C1018979501,3,M,28007,M480139044,28007,es_health,106.25,0
24,C1674379117,3,F,28007,M1053599405,28007,es_health,144.04,0
24,C647089636,5,F,28007,M1053599405,28007,es_health,164.51,0
24,C1192557067,1,F,28007,M547558035,28007,es_fashion,41.93,0
24,C1487582791,3,M,28007,M1888755466,28007,es_otherservices,84.34,0
24,C445432762,4,F,28007,M151143676,28007,es_barsandrestaurants,14.31,0
24,C897883896,2,F,28007,M1600850729,28007,es_fashion,125.44,0
24,C1642689499,2,F,28007,M855959430,28007,es_hyper,107.0,0
24,C892377311,2,M,28007,M85975013,28007,es_food,55.82,0
24,C1870926183,4,M,28007,M151143676,28007,es_barsandrestaurants,62.78,0
24,C1524019070,3,M,28007,M855959430,28007,es_hyper,8.82,0
24,C1197304790,3,M,28007,M151143676,28007,es_barsandrestaurants,38.62,0
24,C1517820871,3,F,28007,M855959430,28007,es_hyper,10.53,0
24,C1971736578,5,F,28007,M923029380,28007,es_home,222.86,0
24,C282483842,4,F,28007,M1198415165,28007,es_wellnessandbeauty,75.39,0
24,C480951921,5,M,28007,M85975013,28007,es_food,6.62,0
24,C1177926954,2,M,28007,M692898500,28007,es_health,148.13,0
24,C1651213581,3,F,28007,M151143676,28007,es_barsandrestaurants,11.44,0
24,C1965017830,5,M,28007,M1842530320,28007,es_tech,35.7,0
24,C763005836,3,F,28007,M151143676,28007,es_barsandrestaurants,73.18,0
